Uniprot Accession,Gene,Organism,1,2,3,4,5,6
Q02809,PLOD1,Homo sapiens (Human),0.133270431,1,0.955263483,0.425168659,0.312145951,0
Q02818,NUCB1,Homo sapiens (Human),0.183622326,1,0.681014692,0.24518144,0.171806798,0
Q02878,RPL6,Homo sapiens (Human),0,0.645393489,1,0.702562796,0.706542906,0.140648518
Q02952,AKAP12,Homo sapiens (Human),1,0.938100553,0.393625688,0.311809087,0.047115924,0
Q02978,SLC25A11,Homo sapiens (Human),0,0.064685085,0.395586881,1,0.538655137,0.152833315
Q03135,CAV1,Homo sapiens (Human),0.820987784,1,0.507731527,0.205641626,0.092467374,0
Q03252,LMNB2,Homo sapiens (Human),0,0.291393048,0.21082935,0.156369421,1,0.089854761
Q03405,#N/A,#N/A,1,0.842200986,0.467818877,0.194015409,0.192368302,0
Q03518,TAP1,Homo sapiens (Human),0.284626774,1,0.631668697,0.344293457,0.268607847,0
Q03519,TAP2,Homo sapiens (Human),0.264596925,1,0.625689142,0.382343495,0.418566622,0
Q04446,GBE1,Homo sapiens (Human),0.854808098,1,0.397988248,0.360716756,0.284942869,0
Q04637,EIF4G1,Homo sapiens (Human),0,0.187831438,0.198048136,0.387424187,1,0.703563197
Q04771,ACVR1,Homo sapiens (Human),0.939452962,1,0.612504121,0.329053279,0.200998202,0
P52895,AKR1C2,Homo sapiens (Human),0,0.350661979,0.185729159,0.46235581,1,0.870905086
Q04837,SSBP1,Homo sapiens (Human),0,0.055293712,0.434754571,1,0.471869924,0.145918656
Q04917,YWHAH,Homo sapiens (Human),0.640735896,1,0.3614454,0.24021917,0.265502666,0
Q05655,PRKCD,Homo sapiens (Human),0.955738721,1,0.482846743,0.379840703,0.372333669,0
Q06136,KDSR,Homo sapiens (Human),0.356517874,1,0.646925085,0.351399439,0.368587972,0
Q06210,GFPT1,Homo sapiens (Human),0,0.173217052,0.102181679,0.257125743,1,0.847076523
Q06481,APLP2,Homo sapiens (Human),0.404642723,1,0.665511601,0.221189362,0.156439973,0
Q06830,PRDX1,Homo sapiens (Human),0.793295744,1,0.320629335,0.195165793,0.272673032,0
Q07020,RPL18,Homo sapiens (Human),0,0.726388209,0.992323354,0.782305432,1,0.543726366
Q07021,C1QBP,Homo sapiens (Human),0,0.035846133,0.406267426,1,0.343901477,0.098162184
Q07065,CKAP4,Homo sapiens (Human),0,0.707358044,1,0.535696529,0.390358918,0.000778003
Q07812,BAX,Homo sapiens (Human),0,0.076267287,0.409765029,1,0.692167806,0.161447959
Q07817,BCL2L1,Homo sapiens (Human),0,0.194948355,0.619178934,1,0.859149995,0.173827701
Q07866,KLC1,Homo sapiens (Human),0.391327887,1,0.10403845,0.159737522,0.765197409,0
Q07954,LRP1,Homo sapiens (Human),0.395589758,1,0.406325234,0.173900226,0.199300185,0
Q07955,SRSF1,Homo sapiens (Human),0.265736879,0.174863186,0.066671537,0,1,0.930811171
Q07960,ARHGAP1,Homo sapiens (Human),0.495151504,0.831929175,0.312891722,0.642680558,1,0
P16298,PPP3CB,Homo sapiens (Human),0.870879742,1,0.164827212,0,0.640872181,0.07624204
Q08211,DHX9,Homo sapiens (Human),0,0.172753539,0.302174337,0.388056458,1,0.887759723
Q08257,CRYZ,Homo sapiens (Human),0,0.121554298,0.459932894,1,0.704592556,0.102642684
Q08380,LGALS3BP,Homo sapiens (Human),0.174033059,0.840548017,1,0.405893055,0.264734855,0
Q08426,EHHADH,Homo sapiens (Human),0,0.252505768,0.81605613,0.875157953,1,0.316916447
Q08431,MFGE8,Homo sapiens (Human),0.524321099,1,0.63780544,0.322936362,0.312196122,0
Q08554,DSC1,Homo sapiens (Human),0,0.065395901,0.424475371,1,0.772519015,0.110584626
Q08722,CD47,Homo sapiens (Human),1,0.926333198,0.55043146,0.189314039,0.122121297,0
Q09028,RBBP4,Homo sapiens (Human),0,0.738623368,0.284767355,0.338886127,1,0.372187751
Q09666,AHNAK,Homo sapiens (Human),1,0.684312348,0.263238974,0.132422594,0.064806588,0
Q10471,GALNT2,Homo sapiens (Human),0.004589535,0.702154053,1,0.266145005,0.183145213,0
Q10472,GALNT1,Homo sapiens (Human),0.049004682,1,0.968444195,0.259320149,0.365429308,0
Q10588,BST1,Homo sapiens (Human),0.798798253,1,0.67448931,0.25589858,0.342412648,0
Q10713,PMPCA,Homo sapiens (Human),0,0.069499485,0.429784429,1,0.533543003,0.1170868
Q12765,SCRN1,Homo sapiens (Human),0,0.245747602,0.139029496,0.406589439,1,0.90777239
Q12768,KIAA0196,Homo sapiens (Human),0.118221547,0.490696638,0,0.195748897,1,0.497667235
Q12792,TWF1,Homo sapiens (Human),0.864715224,1,0.336343804,0.213145688,0.159069238,0
Q12797,ASPH,Homo sapiens (Human),0.187558225,1,0.938503637,0.490359636,0.316608761,0
Q12841,FSTL1,Homo sapiens (Human),0.290561976,1,0.650335957,0.258660794,0.122730879,0
Q12846,STX4,Homo sapiens (Human),0.902033165,1,0.600538419,0.302844838,0.169811578,0
Q12884,FAP,Homo sapiens (Human),0.839776571,1,0.728708343,0.237791426,0.166297586,0
Q12904,AIMP1,Homo sapiens (Human),0,0.318617066,0.087559116,0.394271175,1,0.756500846
Q12906,ILF3,Homo sapiens (Human),0,0.637532097,1,0.786189547,0.723610631,0.083005276
Q12907,LMAN2,Homo sapiens (Human),0.161855407,1,0.669715062,0.387467928,0.539784571,0
Q12931,TRAP1,Homo sapiens (Human),0,0.046425522,0.397055651,1,0.47894291,0.106243186
Q12959,DLG1,Homo sapiens (Human),1,0.921504391,0.69446591,0.357013346,0.293477309,0
Q12981,BNIP1,Homo sapiens (Human),0.422031594,1,0.613312488,0.260530199,0.185543403,0
Q13045,FLII,Homo sapiens (Human),0,1,0.144962671,0.451740162,0.999929593,0.449984657
Q13084,MRPL28,Homo sapiens (Human),0,0.177981576,0.385703479,1,0.529645783,0.103107136
Q13148,TARDBP,Homo sapiens (Human),0,0.070259172,0.094562599,0.308025783,0.581820682,1
Q13155,AIMP2,Homo sapiens (Human),0,0.739102152,0.3549789,0.392525366,1,0.411414717
Q13162,PRDX4,Homo sapiens (Human),0.248213999,1,0.891288695,0.391753988,0.226488955,0
Q13190,STX5,Homo sapiens (Human),0.174299906,1,0.666737395,0.23101246,0.227497934,0
Q13200,PSMD2,Homo sapiens (Human),0,0.238679687,0.119700332,0.462157279,1,0.678294149
Q13217,DNAJC3,Homo sapiens (Human),0.215876563,1,0.767328289,0.353122002,0.241488219,0
Q13232,NME3,Homo sapiens (Human),0,0.237386421,0.468074812,0.782054312,1,0.241746312
Q13263,TRIM28,Homo sapiens (Human),0,0.143022888,0.178668184,0.409699579,1,0.915989594
Q13277,STX3,Homo sapiens (Human),0.683952022,1,0.645787889,0.174718106,0.147195876,0
Q13283,G3BP1,Homo sapiens (Human),0.460210599,1,0.661526237,0.489569956,0.322478967,0
Q13308,PTK7,Homo sapiens (Human),1,0.919238296,0.547278745,0.223275672,0.190160092,0
Q13310,PABPC4,Homo sapiens (Human),0,0.164496867,0.282583239,0.473491431,1,0.901208432
Q13347,EIF3I,Homo sapiens (Human),0.261911303,0.514915392,0,0.143106758,1,0.65511467
Q13405,MRPL49,Homo sapiens (Human),0,0.058473889,0.42725038,1,0.598028682,0.159766267
Q13409,DYNC1I2,Homo sapiens (Human),0.828068114,1,0.43740989,0.602807119,0.418840749,0
Q13418,ILK,Homo sapiens (Human),1,0.662331072,0,0.043863727,0.616645915,0.242358619
Q13423,NNT,Homo sapiens (Human),0,0.067954719,0.40215231,1,0.535646962,0.152081346
Q13425,SNTB2,Homo sapiens (Human),1,0.699002626,0.578366615,0.277329331,0.338147815,0
Q13443,ADAM9,Homo sapiens (Human),0.818500444,1,0.39060219,0.204022365,0.249288274,0
Q13445,TMED1,Homo sapiens (Human),0.206021589,1,0.804999816,0.544265604,0.326232024,0
Q13454,TUSC3,Homo sapiens (Human),0.155880015,1,0.825793977,0.473701033,0.291181632,0
Q13459,MYO9B,Homo sapiens (Human),0,0.091897327,0.010604997,0.314754036,1,0.235548557
Q13488,TCIRG1,Homo sapiens (Human),0.415834735,1,0.784595087,0.245178384,0.165469377,0
Q13492,PICALM,Homo sapiens (Human),1,0.662344642,0.475826016,0.212488426,0.142562644,0
Q13501,SQSTM1,Homo sapiens (Human),0.356136167,1,0.443254497,0.416266711,0.784335196,0
Q13505,MTX1,Homo sapiens (Human),0,0.086635361,0.441591987,1,0.376498064,0.109603781
Q13509,TUBB3,Homo sapiens (Human),0,0.13728602,0.066679245,0.289586565,1,0.630860563
Q13510,ASAH1,Homo sapiens (Human),0.195038472,0.799589948,1,0.37775229,0.203637929,0
Q13557,CAMK2D,Homo sapiens (Human),0.007157355,0.321799975,0,0.495116753,1,0.639195517
Q13561,DCTN2,Homo sapiens (Human),0.838781446,1,0.592411963,0.462367909,0.323530655,0
Q13563,PKD2,Homo sapiens (Human),0.293559693,1,0.756255395,0.463766392,0.646261398,0
Q13576,IQGAP2,Homo sapiens (Human),1,0.840939999,0.496151648,0.306923654,0.211553993,0
Q13586,STIM1,Homo sapiens (Human),0.252394932,1,0.769176486,0.367005133,0.442666471,0
Q13596,SNX1,Homo sapiens (Human),0.127169172,0.678719044,0,0.36217421,1,0.392705152
Q13636,RAB31,Homo sapiens (Human),0.722920782,1,0.534289601,0.451198872,0.376644067,0
Q13637,RAB32,Homo sapiens (Human),0.417212227,1,0.538608824,0.485769603,0.581274127,0
Q13641,TPBG,Homo sapiens (Human),0.845792079,1,0.49636641,0.303337149,0.240210572,0
Q13642,FHL1,Homo sapiens (Human),0.759350741,1,0.349547134,0,0.725027775,0.282955994
Q13671,RIN1,Homo sapiens (Human),0,0.201283698,0.149459654,0.541585342,1,0.894674431
Q13724,MOGS,Homo sapiens (Human),0.066343801,0.948650331,1,0.505712873,0.521985491,0
Q13740,ALCAM,Homo sapiens (Human),1,0.813601081,0.420185029,0.180600636,0.114919543,0
Q13813,SPTAN1,Homo sapiens (Human),1,0.70227235,0.932171927,0.400824968,0.286771706,0
Q13885,TUBB2A,Homo sapiens (Human),0,0.245859259,0.240647537,0.525003561,1,0.906068675
Q14008,CKAP5,Homo sapiens (Human),0,0.046966249,0.339348836,1,0.633012569,0.167387669
Q14019,COTL1,Homo sapiens (Human),0.557714542,1,0.341096733,0.140619025,0.112879588,0
Q14108,SCARB2,Homo sapiens (Human),0.338756393,1,0.955037375,0.291654966,0.215859307,0
Q14118,DAG1,Homo sapiens (Human),1,0.86415715,0.513001938,0.249619854,0.142321425,0
Q14126,DSG2,Homo sapiens (Human),1,0.732808558,0.319780488,0.148454642,0.142832193,0
Q14152,EIF3A,Homo sapiens (Human),0.446574292,0.60808888,0.138955589,0.500686916,1,0
Q14160,SCRIB,Homo sapiens (Human),1,0.756713307,0.44332236,0.215803735,0.296187065,0
Q14165,MLEC,Homo sapiens (Human),0.157477517,1,0.924548873,0.509571821,0.387576912,0
Q14192,FHL2,Homo sapiens (Human),0.092045585,0.112266779,0,0.154491478,1,0.680508465
Q14197,ICT1,Homo sapiens (Human),0,0.080106119,0.362374368,1,0.507472234,0.145629941
Q14203,DCTN1,Homo sapiens (Human),0.680168311,1,0.279323182,0.618550434,0.709112563,0
Q14204,DYNC1H1,Homo sapiens (Human),0,0.219660539,0.008207292,0.521415875,1,0.485481496
Q14247,CTTN,Homo sapiens (Human),1,0.933954152,0.3612595,0.16982167,0.090811865,0
Q14249,ENDOG,Homo sapiens (Human),0,0.098295916,0.465464538,1,0.602542528,0.111776834
Q14254,FLOT2,Homo sapiens (Human),0.881425512,1,0.816977188,0.342576725,0.210225406,0
Q14257,RCN2,Homo sapiens (Human),0.232811823,1,0.830380625,0.510683053,0.265232712,0
Q14258,TRIM25,Homo sapiens (Human),0.450761925,0.951044824,1,0.200751403,0.397885159,0
Q14315,FLNC,Homo sapiens (Human),0.600173241,1,0.460303126,0.384476341,0.43281079,0
Q14344,GNA13,Homo sapiens (Human),1,0.697998768,0.465725168,0.224883354,0.214643423,0
Q14376,GALE,Homo sapiens (Human),0,0.128210343,0.111539006,0.307990229,1,0.865023563
Q14393,GAS6,Homo sapiens (Human),0.231369043,1,0.675134719,0.327224416,0.602721697,0
Q14554,PDIA5,Homo sapiens (Human),0.189164744,1,0.843665727,0.388244352,0.266680349,0
Q14642,INPP5A,Homo sapiens (Human),1,0.938962594,0.494134628,0.258968045,0.247245316,0
Q14696,MESDC2,Homo sapiens (Human),0.245665456,1,0.738182339,0.235830791,0.094679174,0
Q14699,RFTN1,Homo sapiens (Human),1,0.785922284,0.426748642,0.203874914,0.160593876,0
Q14728,MFSD10,Homo sapiens (Human),0.330722715,1,0.725406243,0.447267028,0.658376907,0
Q14764,MVP,Homo sapiens (Human),0.777567605,0.771723925,0.109888939,0.687509633,1,0
Q14789,GOLGB1,Homo sapiens (Human),0.089844353,0.566897628,1,0.279977672,0.184600782,0
Q14839,CHD4,Homo sapiens (Human),0,0.163747358,0.151214388,0.353150969,0.77894622,1
Q14847,LASP1,Homo sapiens (Human),0.915183917,1,0.255022647,0.130612779,0.132767157,0
Q14914,PTGR1,Homo sapiens (Human),0.699909104,1,0.351958773,0.237039886,0,0.055467524
Q14956,GPNMB,Homo sapiens (Human),0.171334569,0.860132767,1,0.37051465,0.261690871,0
Q14974,KPNB1,Homo sapiens (Human),0.64803018,1,0.431740671,0.34311116,0.616316114,0
Q15005,SPCS2,Homo sapiens (Human),0.186354095,1,0.836200115,0.563176644,0.378067957,0
Q15006,EMC2,Homo sapiens (Human),0.068397479,1,0.838691943,0.461521094,0.538398477,0
Q15008,PSMD6,Homo sapiens (Human),0,0.181354207,0.148618428,0.359298125,1,0.834507411
Q15019,2-Sep,Homo sapiens (Human),1,0.528685641,0.602157303,0.267053923,0.211635871,0
Q15031,LARS2,Homo sapiens (Human),0,0.131309521,0.425331921,1,0.54082343,0.084112347
Q15035,TRAM2,Homo sapiens (Human),0.132578567,1,0.99488899,0.469517151,0.287748269,0
Q15041,ARL6IP1,Homo sapiens (Human),0.361037234,1,0.563553217,0.336166989,0.428682373,0
Q15043,SLC39A14,Homo sapiens (Human),0.616453952,1,0.523248193,0.292091003,0.16363768,0
Q15046,KARS,Homo sapiens (Human),0.025361114,0.286327376,0.465145849,1,0.55513024,0
Q15067,ACOX1,Homo sapiens (Human),0,0.310556721,0.865131417,0.910632955,1,0.318905944
Q15070,OXA1L,Homo sapiens (Human),0,0.084902175,0.486991026,1,0.428500632,0.093780003
Q15075,EEA1,Homo sapiens (Human),0.771764072,1,0.258552251,0.141171205,0.122221779,0
Q15084,PDIA6,Homo sapiens (Human),0.240375687,1,0.815756221,0.339997458,0.189850785,0
Q15113,PCOLCE,Homo sapiens (Human),0.151410677,1,0.721111967,0.402085186,0.510207461,0
Q15121,PEA15,Homo sapiens (Human),0,1,0.000428219,0.625272939,0.549822247,0.573377091
Q15126,PMVK,Homo sapiens (Human),0,0.14201873,0.221939095,0.43480434,1,0.704834521
Q15147,PLCB4,Homo sapiens (Human),1,0.66501257,0.287163646,0.144735062,0.032398817,0
Q15155,NOMO1,Homo sapiens (Human),0,0.998028968,0.586409694,1,0.503509406,0.033556331
Q15165,PON2,Homo sapiens (Human),0.222363894,1,0.940261461,0.587156187,0.571046847,0
Q15185,PTGES3,Homo sapiens (Human),0,0.388206675,0.003206577,0.149633644,1,0.489649995
Q15233,NONO,Homo sapiens (Human),0,0.075099191,0.17269638,0.379701234,1,0.885758617
Q15262,PTPRK,Homo sapiens (Human),1,0.868191397,0.358985558,0.182693979,0.246665884,0
Q15286,RAB35,Homo sapiens (Human),1,0.862799506,0.502738986,0.358934222,0.127288755,0
Q15293,RCN1,Homo sapiens (Human),0.257478852,1,0.774870538,0.340039089,0.159202937,0
Q15363,TMED2,Homo sapiens (Human),0.19030477,1,0.686552974,0.341283542,0.326058423,0
Q15365,PCBP1,Homo sapiens (Human),0,0.161712318,0.039690662,0.240183714,1,0.785479371
Q15382,RHEB,Homo sapiens (Human),0.587892781,0.965332219,0,0.560482933,1,0.705547409
Q15392,DHCR24,Homo sapiens (Human),0.303843665,1,0.710572355,0.385113781,0.642566086,0
Q15404,RSU1,Homo sapiens (Human),1,0.883078811,0.414383922,0.240102044,0.147730085,0
Q15417,CNN3,Homo sapiens (Human),1,0.606264974,0.235678682,0.120670679,0.085231728,0
Q15435,PPP1R7,Homo sapiens (Human),0.320592293,1,0.337627123,0.060961575,0.491996224,0
Q15436,SEC23A,Homo sapiens (Human),0.743018567,0.722748506,0,0.290900216,1,0.042655568
Q15477,SKIV2L,Homo sapiens (Human),0,0.432648819,0.254817842,0.28103905,1,0.471528635
Q15526,SURF1,Homo sapiens (Human),0,0.083122363,0.431032821,1,0.852970015,0.21583327
Q15582,TGFBI,Homo sapiens (Human),0.077916045,1,0.541073504,0.150084183,0.324507332,0
Q15599,SLC9A3R2,Homo sapiens (Human),1,0.804893199,0.478482594,0.209982338,0.163066304,0
Q15629,TRAM1,Homo sapiens (Human),0.283706082,1,0.772722239,0.671026891,0.615688804,0
Q15643,TRIP11,Homo sapiens (Human),0,1,0.71231391,0.168106902,0.190842321,0.05512287
Q15646,OASL,Homo sapiens (Human),0,0.199591393,0.23870403,0.45624902,1,0.613062279
Q15654,TRIP6,Homo sapiens (Human),0.219517907,0.277819566,0,0.203927108,1,0.875979474
Q15717,ELAVL1,Homo sapiens (Human),0,0.038422629,0.121555948,0.43120796,0.821365483,1
Q15738,NSDHL,Homo sapiens (Human),0.336624924,1,0.670557781,0.393301564,0.304395885,0
Q15746,MYLK,Homo sapiens (Human),0.488298451,0.364831966,0,0.266930407,1,0.812930863
Q15758,SLC1A5,Homo sapiens (Human),1,0.897977101,0.474008661,0.198811153,0.191600985,0
Q15773,MLF2,Homo sapiens (Human),0,0.110326291,0.176670581,0.407928199,1,0.887964817
Q15904,ATP6AP1,Homo sapiens (Human),0.218374208,1,0.740448451,0.249640098,0.314592687,0
Q15907,RAB11B,Homo sapiens (Human),0.558931848,1,0.457569714,0.235310603,0.13995979,0
Q15942,ZYX,Homo sapiens (Human),0.996304513,1,0.295966598,0.195626173,0.253607711,0
Q16134,ETFDH,Homo sapiens (Human),0,0.090450715,0.418942778,1,0.66713045,0.152966703
Q16181,7-Sep,Homo sapiens (Human),1,0.536068702,0.531025947,0.294754338,0.222099198,0
Q16270,IGFBP7,Homo sapiens (Human),0.315514221,1,0.74458754,0.325453145,0.22876313,0
Q16363,LAMA4,Homo sapiens (Human),0.225697,1,0.818648504,0.399884032,0.331310908,0
Q16401,PSMD5,Homo sapiens (Human),0.130428918,0.413722562,0,0.106628159,1,0.263213034
Q16527,CSRP2,Homo sapiens (Human),1,0.754441013,0.414060757,0.202850758,0.183031578,0
Q16540,MRPL23,Homo sapiens (Human),0,0.060768333,0.444202178,1,0.486844527,0.104301034
Q16543,CDC37,Homo sapiens (Human),0.895816223,1,0.314769668,0.179634802,0.31748038,0
Q16555,DPYSL2,Homo sapiens (Human),0.733449488,1,0.199682009,0.221281365,0.437739063,0
Q16595,FXN,Homo sapiens (Human),0,0.090321663,0.437786513,1,0.432828656,0.000558179
Q16610,ECM1,Homo sapiens (Human),0.25177098,1,0.771530822,0.299458515,0.218338037,0
Q16643,DBN1,Homo sapiens (Human),1,0.942501999,0.393262106,0.384519461,0.370950896,0
Q16658,FSCN1,Homo sapiens (Human),0.642264435,1,0.187368564,0.078855909,0.142178405,0
Q16698,DECR1,Homo sapiens (Human),0,0.064221219,0.434961725,1,0.526941211,0.15080609
Q16706,MAN2A1,Homo sapiens (Human),0.007555452,0.634104919,1,0.317549641,0.321698048,0
Q16718,NDUFA5,Homo sapiens (Human),0,0.074671486,0.379786942,1,0.52512639,0.176214228
Q16740,CLPP,Homo sapiens (Human),0,0.063302009,0.419422553,1,0.546039893,0.080995778
Q16762,TST,Homo sapiens (Human),0,0.063297574,0.464674657,1,0.574363089,0.106043145
Q16774,GUK1,Homo sapiens (Human),0,0.07585471,0.362819987,1,0.264551355,0.138415972
Q16795,NDUFA9,Homo sapiens (Human),0,0.069189879,0.409263744,1,0.372628775,0.125948623
Q16799,RTN1,Homo sapiens (Human),0.3747193,1,0.525485492,0.251350022,0.283259062,0
Q16822,PCK2,Homo sapiens (Human),0,0.055505475,0.407506196,1,0.519154407,0.111941515
Q16832,DDR2,Homo sapiens (Human),0.872779026,1,0.558327306,0.207455604,0.274391478,0
Q16836,HADH,Homo sapiens (Human),0,0.049523042,0.403984304,1,0.374302102,0.064222687
Q16850,CYP51A1,Homo sapiens (Human),0.251441245,1,0.746086826,0.382044612,0.201553374,0
Q16864,ATP6V1F,Homo sapiens (Human),0.520391152,1,0.638584864,0.254485385,0.182981152,0
Q16881,TXNRD1,Homo sapiens (Human),0.608863511,1,0.530210135,0.404026,0.274389385,0
Q29983,MICA,Homo sapiens (Human),0.408386777,1,0.731155277,0.339462698,0.293475514,0
Q32P28,P3H1,Homo sapiens (Human),0.206395754,1,0.806039037,0.345419933,0.257043802,0
Q3SXM5,HSDL1,Homo sapiens (Human),0,0.120718247,0.481121577,1,0.713686244,0.183040746
Q3SY69,ALDH1L2,Homo sapiens (Human),0,0.057418876,0.405556736,1,0.467216407,0.116360755
Q3YBM2,TMEM176B,Homo sapiens (Human),0.546748554,1,0.471276215,0.297720693,0.349924935,0
Q3ZCQ8,TIMM50,Homo sapiens (Human),0,0.074987437,0.4413619,1,0.649978992,0.131776626
Q460N5,PARP14,Homo sapiens (Human),0.626261617,1,0.187927864,0.191593088,0.942986637,0
Q4G0N4,NADK2,Homo sapiens (Human),0,0.116620867,0.501403621,1,0.538282382,0.118801892
Q4G148,GXYLT1,Homo sapiens (Human),0.308796166,1,0.88008207,0.314748648,0.251137138,0
Q4G176,ACSF3,Homo sapiens (Human),0,0.389626699,0.613172004,1,0.783525745,0.207092816
Q4KMP7,TBC1D10B,Homo sapiens (Human),1,0.645034437,0.318365962,0.123289352,0.232094494,0
Q4KMQ2,ANO6,Homo sapiens (Human),0.795270052,1,0.496550279,0.45418006,0.428457765,0
Q4V9L6,TMEM119,Homo sapiens (Human),1,0.837207593,0.618912814,0.266220887,0.223251317,0
Q4ZIN3,TMEM259,Homo sapiens (Human),0.281000555,1,0.779178323,0.433019861,0.30451091,0
Q53EP0,FNDC3B,Homo sapiens (Human),0,1,0.990794238,0.596590848,0.612449646,0.024597083
Q53GQ0,HSD17B12,Homo sapiens (Human),0.324458548,1,0.825715509,0.544034752,0.302267124,0
Q53H12,AGK,Homo sapiens (Human),0,0.061282014,0.444786596,1,0.645625377,0.153521907
Q53H82,LACTB2,Homo sapiens (Human),0,0.306766883,0.598894551,1,0.718095031,0.126350898
Q53S33,BOLA3,Homo sapiens (Human),0,0.057168182,0.412583056,1,0.309873614,0.091489642
Q53TN4,CYBRD1,Homo sapiens (Human),0.97581581,1,0.715370309,0.511567189,0.642151595,0
Q56VL3,OCIAD2,Homo sapiens (Human),0,0.098662273,0.411011152,1,0.747419304,0.178860561
Q58DX5,NAALADL2,Homo sapiens (Human),0.5410496,1,0.510730983,0.266588462,0.083640217,0
Q5BJF2,TMEM97,Homo sapiens (Human),0.069420786,1,0.717609813,0.313972161,0.728311451,0
Q5BJH7,YIF1B,Homo sapiens (Human),0.195934633,1,0.636446734,0.35907891,0.472206112,0
Q5EB52,MEST,Homo sapiens (Human),0.068325625,0.982453602,1,0.481579904,0.558522974,0
Q5GLZ8,HERC4,Homo sapiens (Human),0.236975798,0.253967201,0,0.408853715,1,0.551732992
Q5H8A4,PIGG,Homo sapiens (Human),0.171258792,1,0.807136025,0.428149226,0.353586115,0
Q5HYI7,MTX3,Homo sapiens (Human),0,0.077216006,0.429294006,1,0.382899487,0.145301352
Q5HYI8,RABL3,Homo sapiens (Human),0.353902934,1,0.643895671,0.28599714,0.260468232,0
Q5J8M3,EMC4,Homo sapiens (Human),0.102089877,1,0.889046368,0.511367132,0.464558768,0
Q5JPH6,EARS2,Homo sapiens (Human),0,0.06596655,0.431603868,1,0.626325267,0.133889732
Q5JRA6,MIA3,Homo sapiens (Human),0.197387609,1,0.952256418,0.478474275,0.264401934,0
Q5JRX3,PITRM1,Homo sapiens (Human),0,0.064580297,0.424365791,1,0.493605828,0.101712878
Q5JTJ3,COA6,Homo sapiens (Human),0,0.032970367,0.354209003,1,0.196706779,0.048980575
Q5JTV8,TOR1AIP1,Homo sapiens (Human),0,1,0.976425176,0.812846379,0.913588962,0.016455444
Q5JTZ9,AARS2,Homo sapiens (Human),0,0.081753451,0.438633326,1,0.574498627,0.1348163
Q5M775,SPECC1,Homo sapiens (Human),1,0.573673869,0.395880772,0.265317094,0.157053086,0
Q5NDL2,EOGT,Homo sapiens (Human),0.244525448,1,0.843513223,0.297563249,0.334886009,0
Q5RI15,COX20,Homo sapiens (Human),0,0.063950092,0.34735223,0.953903573,1,0.193452904
Q5SWX8,ODR4,Homo sapiens (Human),0.272364505,1,0.794255139,0.370182653,0.586285617,0
Q5SXM8,DNLZ,Homo sapiens (Human),0,0.09024961,0.405545279,1,0.625327648,0.008732256
Q5T160,RARS2,Homo sapiens (Human),0,0.066590763,0.379392305,1,0.58029174,0.14762957
Q5T3F8,TMEM63B,Homo sapiens (Human),0.622476976,1,0.484616833,0.328955526,0.255264243,0
Q5T4B2,CERCAM,Homo sapiens (Human),0.194761292,1,0.948754954,0.589101439,0.244743041,0
Q5T4S7,UBR4,Homo sapiens (Human),0,0.096966565,0.091663605,0.412807414,1,0.672253857
Q5T653,MRPL2,Homo sapiens (Human),0,0.259754827,0.484650126,1,0.48018046,0.112280456
Q5T8D3,ACBD5,Homo sapiens (Human),0.012104794,0.450145348,1,0.901964439,0.886749776,0
Q5T9A4,ATAD3B,Homo sapiens (Human),0,0.261998992,0.540771526,1,0.418703532,0.228966792
Q5T9L3,WLS,Homo sapiens (Human),0.522155856,1,0.616712248,0.334413858,0.371530931,0
Q5U5X0,LYRM7,Homo sapiens (Human),0,0.044870944,0.424216704,1,0.594271831,0.119291933
Q5UCC4,EMC10,Homo sapiens (Human),0.098038825,1,0.903350755,0.529215754,0.746926063,0
Q5VST6,ABHD17B,Homo sapiens (Human),0.541772746,1,0.930139525,0.38433641,0.182231536,0
Q7L523,RRAGA,Homo sapiens (Human),0.956671328,1,0.400390243,0.2033534,0.300648882,0
Q5W111,SPRYD7,Homo sapiens (Human),0.344364923,1,0.812098335,0.18455817,0.021030462,0
Q5XKP0,MIC13,Homo sapiens (Human),0,0.059381143,0.325556477,1,0.595350406,0.159933154
Q5ZPR3,CD276,Homo sapiens (Human),0.849246592,1,0.588309572,0.323005988,0.369401707,0
Q63HN8,RNF213,Homo sapiens (Human),0,0.187813836,0.275346713,0.729708656,1,0.880935724
Q63ZY3,KANK2,Homo sapiens (Human),1,0.163265032,0,0.103081851,0.782255231,0.436477702
Q658P3,STEAP3,Homo sapiens (Human),0.603499674,1,0.892408649,0.784235225,0.533383862,0
Q68CQ7,GLT8D1,Homo sapiens (Human),0.030475806,0.810456746,1,0.260622714,0.175704707,0
Q68CZ2,TNS3,Homo sapiens (Human),0.380755887,0.313786561,0,0.190488168,1,0.753899212
Q68EM7,ARHGAP17,Homo sapiens (Human),0.632309908,1,0.100980054,0,0.913958794,0.111668637
Q6DD88,ATL3,Homo sapiens (Human),0.364144416,1,0.654227971,0.339026647,0.236698689,0
Q6DKJ4,NXN,Homo sapiens (Human),0,0.404769104,0.420346373,1,0.931494897,0.386594069
Q6DKK2,TTC19,Homo sapiens (Human),0,0.07350109,0.406868932,1,0.312110027,0.142874521
Q6GMV3,PTRHD1,Homo sapiens (Human),0.004762063,0.104071981,0.373334791,1,0.325764992,0
Q6IAA8,LAMTOR1,Homo sapiens (Human),0.68321554,1,0.675129078,0.483269411,0.271179013,0
